,Model,Scenario,Region,Variable,Unit,Year,Value,OMCOST_p,FUELCOST_p,CAPCOST_p,OMCOST_MWh,CAPCOST_MWh,FUELCOST_MWh,FUELCOST_NoC_MWh,CARBONCOST_MWh,CostTotal_MWh,OMCOST,CAPCOST,FUELCOST,FUELCOST_NoC,CARBONCOST,CostTotal,Value_diff,CostTotal_MWh_diff,CostTotal_diff,OMCOST_MWh_diff,OMCOST_diff,CAPCOST_MWh_diff,CAPCOST_diff,FUELCOST_MWh_diff,FUELCOST_diff,CARBONCOST_MWh_diff,CARBONCOST_diff
123,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Renewables,EJ/yr,2080,227.735803249,3.2325703268,0.6183554822999999,96.1490741909,7.689167244199999,137.73351885690002,0.458207556,#WERT!,0.0,145.8808936571,485735.467533815,8700819.354340201,28945.6132732006,#WERT!,0.0,9215500.43514722,111.5866729737,22.064398151699976,5260614.53056272,0.5393450986000001,257359.347626725,21.362706363600026,4983759.812667372,0.16234668950000003,19495.370268622202,0.0,0.0
124,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Renewables,EJ/yr,2090,315.938838835,3.1437983291000005,0.5564959047,96.2997057663,7.6088166214,143.1998895301,0.5156076142,#WERT!,0.0,151.3243137657,669002.342881256,12590796.4881851,45334.605772097995,#WERT!,0.0,13305133.4368385,181.2116647638,22.439221424499976,8451294.46894058,0.7649917279,411262.496059919,21.423561536899996,8004675.04121228,0.2506681597,35356.931668336794,0.0,0.0
125,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Renewables,EJ/yr,2100,412.062802588,3.1272441941,0.6344020597,96.2383537462,7.796904972899999,150.6969967122,0.6112862206,#WERT!,0.0,159.1051879057,884625.853545325,17097868.9372961,69355.6733754486,#WERT!,0.0,18051850.4642169,257.874405776,25.342782014800008,12240770.07551714,1.2146187344999992,598669.614811366,23.813709927999994,11585640.186810989,0.31445335230000004,56460.273894761405,0.0,0.0
126,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Fossils,EJ/yr,2020,24.1100221288,3.4113351449000002,55.3510830222,41.2375818329,,,,,0.0,0.0,,,,,0.0,0.0,0.0,-64.26948679569999,-440511.489680484,,,,,,,-0.00060492,-4.1462008779
127,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Fossils,EJ/yr,2030,20.0028405487,1.4508650972,77.4846791743,21.0644557285,4.3377075557,35.455272315100004,42.0404123568,38.087379394,3.9530329627999996,81.8333922276,24787.246096284598,202604.382385036,240234.27898342698,217645.204081887,22589.074901540498,467625.90746474796,-11.6949058913,14.781132454100003,-128604.48753138102,-0.5447290978000003,-18627.504491921205,-3.247068006499994,-141537.80961847297,18.572929558399995,31560.826579012995,3.9522161051999998,22581.8113826839
128,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Fossils,EJ/yr,2040,19.7545070411,1.0179176383,85.08192698229999,13.900155379400001,3.3895326854000003,32.1063539966,58.685420926099994,55.6509221816,3.0344987444,94.1813076081,19000.3517098768,179975.25755927802,328966.77546286304,311956.600680962,17010.1747819013,527942.384732018,-17.780785501500006,25.033468897000006,-209204.76857759606,-1.1665313142999998,-29569.345771033906,-5.603827956300002,-222032.293153866,31.803828167599995,42396.87034730404,3.0310081213,16972.9631648492
129,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Fossils,EJ/yr,2050,14.620938801500001,1.1158289906999999,82.464771414,16.4193995953,4.3020796706999995,41.2879968134,72.6412400298,71.6476304161,0.9936096137999999,118.2313165139,17249.0644602244,165543.033366042,291252.958489182,287269.109377073,3983.8491121089,474045.05631544796,-27.7209104629,47.312157154999994,-327443.2475871271,0.09333304849999902,-30315.813948878902,3.790777904999999,-258229.36686600503,43.4280462015,-38898.06677224301,0.9926171225999999,3972.6325373888
130,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Fossils,EJ/yr,2060,11.869577191300001,1.6633548941999998,68.2179708213,30.1186742845,4.7317147381,49.085972517799995,96.07934828350001,94.3422673735,1.73708091,149.8970355394,14518.7566053178,150615.01530921698,294809.12306203303,289479.077543147,5330.0455188865,459942.89497656794,-40.7680741974,73.9255696686,-592828.095367492,0.07630360199999942,-49993.382736173095,7.366433414599996,-427511.52200245304,66.48283265200001,-115323.19062886492,1.7339599842,5286.7974374241
131,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Fossils,EJ/yr,2070,5.609601233999999,1.2591293651,77.52583731770001,21.2150333173,7.929820335900001,90.857725989,125.1402334901,121.3506511009,3.7895823892,223.927779815,9649.850743469,110565.36687363301,152283.97668852302,147672.408848789,4611.5678397339,272499.194305625,-53.557854846,138.1551376566,-912282.366320315,2.518203689500001,-65101.065802116005,42.792596213399996,-553360.5427660691,92.8443377537,-293820.75775212597,3.7846719116,4543.7391809687
132,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Fossils,EJ/yr,2080,1.3501857993000002,4.8151807396,0.0,95.1848192604,1037.2905356475999,12803.9874309016,174.3095342316,141.5735295421,32.7360046896,14015.5875007808,7714.4691830868005,95224.9760908651,1296.3634429661,1052.901374552,243.4620684141,104235.808716918,-59.8082508007,13922.5393021009,-1223144.314746382,1031.6421081418998,-72863.2368473259,12753.3823919969,-626681.7748423208,137.5148019621,-523599.30305673595,32.735598526400004,237.6679421153
133,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Fossils,EJ/yr,2090,0.9483860868,4.8206670651,0.0,95.1793329349,inf,inf,,#WERT!,0.0,inf,6603.5407830526,85203.6523463316,0.0,-109.4510518387,109.45105183870001,91807.1931293842,-65.1284169232,inf,-1338171.4334900659,inf,-79123.94370027601,inf,-694053.7888459354,,-564993.7009438539,-0.0005964261,100.26001041200001
134,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Fossils,EJ/yr,2100,0.4881876678,4.8858926024,0.0,95.11410739760001,inf,inf,,#WERT!,0.0,inf,5732.2000320141005,76250.3879958587,0.0,-89.6876656031,89.6876656031,81982.5880278728,-66.6923489722,inf,-1569001.5654322272,inf,-85211.1140400276,inf,-767350.2928608804,,-716440.15853132,-0.0041580836,17.888825355700007
135,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Renewables,EJ/yr,2020,9.7663339388,3.420292794,22.260153086,74.3195541199,,,,#WERT!,0.0,0.0,0.0,0.0,0.0,#WERT!,0.0,0.0,0.0,-126.51285947139999,-346979.211058009,,-27116.837080857702,,-284982.834228755,,-34879.539748396404,0.0,0.0
136,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Renewables,EJ/yr,2030,20.569312734500002,4.3354148036,0.7019356814,94.962649515,9.0497747619,106.76001340110001,1.3473658038999998,#WERT!,0.0,117.15715396690001,53243.5356338021,628112.934004495,7927.105489352901,#WERT!,0.0,689283.57512765,6.272208567300002,7.698957432700013,248812.58217583504,-0.3071452797999985,15590.331102285098,8.07063324310002,230976.76103265706,-0.06453053060000014,2245.4900408924004,0.0,0.0
137,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Renewables,EJ/yr,2040,31.5800185041,2.7422833831999998,2.0193881204,95.23832849639999,8.1555206065,125.1485434439,2.1981692494,#WERT!,0.0,135.5022332998,72367.2253374007,1110493.52714456,19505.242776662,#WERT!,0.0,1202365.99525862,12.5343429323,27.18141696629999,650556.618292366,-0.768227639900001,26907.745555619593,26.48923218809999,607901.9208518988,1.4604124180999998,15746.951884849997,0.0,0.0
138,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Renewables,EJ/yr,2050,43.3926035815,2.760281715,5.7133600228,91.52635826219999,7.628207637,132.5708912774,2.409952908,#WERT!,0.0,142.6090518224,94146.8858385808,1636182.07061994,29743.4957339796,#WERT!,0.0,1760072.4521925,18.653345268299997,34.07971141670001,1029214.061477405,-0.7450380395999998,37759.766582235396,33.240544365999995,967271.5509261371,1.5842050903000002,24182.743969033,0.0,0.0
139,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Renewables,EJ/yr,2060,53.9857197937,2.8529299508999997,1.3751021835,95.77196786559999,7.2275354995,133.3280908534,2.2076991011000002,#WERT!,0.0,142.76332545399998,109944.88605984801,2028179.83509762,33583.401443161696,#WERT!,0.0,2171708.12260063,23.333874238599996,24.30770586499999,1166696.69884615,-0.7271474496999994,42455.07625579451,23.956856707900002,1100242.94086022,1.0779966068000002,23998.681730134696,0.0,0.0
140,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Renewables,EJ/yr,2070,58.2373872938,2.6108783188999998,3.2197312045,94.1693904766,7.1084975236000005,135.99352149799998,1.5549750133000002,#WERT!,0.0,144.6569940349,115279.261674891,2205421.42677977,25217.1954569515,#WERT!,0.0,2345917.88391161,21.7684233365,18.50055868080001,1060599.46127011,-0.6480452599,36253.34985616979,18.517752442799974,1008544.1548686998,0.6308514979000002,15801.9565452454,0.0,0.0
141,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Renewables,EJ/yr,2080,75.8336865768,2.8281195061,1.7467957988999998,95.425084695,7.1070624177,143.0275851124,1.2767698081,#WERT!,0.0,151.4114173382,150953.657863354,3037898.90660918,27118.528225864,#WERT!,0.0,3215971.0926984,32.030823741800006,21.70376883680001,1625766.5357132398,-0.7664078651999997,54425.59288172639,21.94439218010001,1553429.42928884,0.5257845219,17911.513542674198,0.0,0.0
142,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Renewables,EJ/yr,2090,93.37134933680001,2.9414169158999997,1.6577937259,95.4007893581,7.169904848300001,151.4528958345,1.6710820365999999,#WERT!,0.0,160.29388271940002,187244.19402279603,3955237.34458165,43640.803568588395,#WERT!,0.0,4186122.34217304,45.09109337340001,27.478278362600008,2362455.6317580696,-0.4906270937999997,82058.83455790904,26.95572098689999,2245789.4644937003,1.0131844694999999,34607.3327064552,0.0,0.0
143,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Renewables,EJ/yr,2100,113.91567439049999,2.966591036,2.2173330128,94.8160759512,7.662770718099999,159.7812168033,2.1686197988,#WERT!,0.0,169.6126073202,237249.867754449,4947045.129072401,67143.4366769673,#WERT!,0.0,5251438.43350382,59.64486431709999,30.78302797339998,3120295.0018604095,0.2653777768999994,123694.05744368098,28.97461485010001,2939060.7220043605,1.5430353464,57540.22241236651,0.0,0.0
144,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Fossils,EJ/yr,2020,6.9932384797000005,2.1038777897,69.2645751245,28.631547085799998,,,,,0.0,0.0,,,,,0.0,0.0,0.0,-48.552732271400004,-95966.9811177589,,,,,,,-0.0020399362,-4.0320391432
145,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Fossils,EJ/yr,2030,9.1777394342,1.4212499140000001,79.3346643358,19.2440857502,3.0305975739999997,28.0496124502,30.509551703499998,27.9407358829,2.5688158206000002,61.58976172770001,8155.0071423749,75478.4441965983,82097.8721113362,75185.4692427458,6912.4028685904,165731.323450309,-0.7281348357000006,16.22989618820001,38285.28796274499,0.19186043389999963,179.1062002052995,1.5408236334000023,997.6228780324018,14.497212120899999,37108.5588845079,2.5645015040000003,6900.2810835107
146,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Fossils,EJ/yr,2040,13.3482473627,1.5706572941999999,76.0905683455,22.3387743603,3.3158999152999997,31.3115103635,41.0077144837,39.0874861746,1.920228309,75.6351247625,12905.3770566604,121863.40293139301,159600.721121482,152127.253587385,7473.4675340975,294369.501109535,-0.8561711590000005,30.927833032799995,114167.238184955,0.7612903703999998,2608.4790994216,7.023449792099999,23965.200922766016,23.1430928703,87593.5581627674,1.9171023865,7460.8678374719
147,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Fossils,EJ/yr,2050,15.6040863871,1.4299157433,78.4030916833,20.166992573399998,3.9209753925,36.8211721498,55.9697098846,55.2136066701,0.7561032145000001,96.71185742690001,17797.608319904,167134.12714876598,254050.80995994,250618.799423489,3432.0105364507,438982.54542861,-4.5704321855,47.62848956080001,157573.28012042498,1.0806262163999998,1513.0579798872004,10.1763409004,14371.537454480975,36.371522444,141688.68468605698,0.7447716526000001,3367.0433867401
148,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Fossils,EJ/yr,2060,18.0997706082,0.619663793,90.2552916867,9.1250445203,3.9181121550999998,37.6471503747,90.4901277693,89.2184132007,1.2717145686,132.0553902991,20497.1875226232,196947.067969953,473389.490758832,466736.651086255,6652.8396725774,690833.746251408,-10.452160827700002,71.7536198926,189063.12430963595,0.6806232458999997,-6441.935699738602,7.448157017499998,-54338.55062315398,63.6248396292,249843.61063252902,1.2654701248,6600.8796984419005
149,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Fossils,EJ/yr,2070,17.6537265596,0.38923107049999994,93.98571533280001,5.6250535967,3.2840364467,32.3339945635,123.4505543109,120.1290705438,3.3214837670999997,159.06858532110002,16548.211591131298,162930.525380664,622065.5364101221,605328.628319523,16736.908090598798,801544.273381917,-16.546209305599998,89.93001066000002,104509.61971715209,-0.3672683914999997,-20263.1634738142,-0.9210874947000036,-172337.37273079998,91.2183665462,297110.15592176607,3.3188079012999996,16709.9308035812
150,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Fossils,EJ/yr,2080,14.705385996099999,4.8586140763,0.0,95.14138592370001,3.4375532729000002,34.5244896654,175.51877734259998,169.5404247206,5.9783526221,213.4808202809,14436.9503883643,144995.089506466,737139.377802019,712031.641759011,25107.7360430081,896571.4176968491,-28.233663585899997,138.59277666999998,-48408.464736935915,-0.7306337613999996,-38159.6017942592,-3.612818781100003,-336243.13644240797,142.93622921249997,325994.27349973103,5.9783526221,25107.7360430081
151,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Fossils,EJ/yr,2090,11.0483339072,0.2619655278,95.7623979019,3.9756365704000003,3.5173184806,35.6301921458,282.4750621014,271.9769233095,10.4981387919,321.6225727278,10998.353690483,111412.559720846,883275.3300136641,850448.548998119,32826.781015544904,1005686.24342499,-40.2196944728,232.35072664259997,-333425.65349704004,-1.9394029326000002,-70854.558319515,-12.948905109199998,-617292.5128041711,247.2390346844,354721.4176266531,10.4956163952,32788.944098253705
152,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Fossils,EJ/yr,2100,2.1799239967,5.190233882699999,0.0,94.8097661173,8.642115081,100.228755444,412.1384458946,381.3995633611,30.7388825335,521.0093164195999,5602.1718208013,64972.3712449578,267164.966703974,247238.768091882,19926.1986120926,337739.509769733,-60.612491993300004,421.7483309260999,-1479751.684387387,2.3801176792000005,-109056.4231846067,44.26565546290001,-959724.7029143423,375.102557784,-410970.55828844203,30.7376475127,19903.585101099703
153,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Renewables,EJ/yr,2020,1.1317140276,4.6728595776,0.0,95.32714042239999,,,,#WERT!,0.0,0.0,0.0,0.0,0.0,#WERT!,0.0,0.0,0.0,-103.5563272632,-28741.8664253036,,-2795.5450977124,,-25946.321327591202,,0.0,0.0,0.0
154,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Renewables,EJ/yr,2030,2.5604066793999998,3.7850261016,0.0,96.2149738984,7.407772550900001,94.2527255752,0.0,#WERT!,0.0,101.66049812610001,5061.8719337141,64404.6807574208,0.0,#WERT!,0.0,69466.5526911349,0.8301934783999998,3.8578837255000167,22756.370359939596,-1.2057727728999996,948.0731865381003,5.063656498399993,21808.2971734015,0.0,0.0,0.0,0.0
155,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Renewables,EJ/yr,2040,5.7771980307,3.6794684274000002,0.0,96.3205315726,6.553899939500001,99.9787450147,0.0,#WERT!,0.0,106.5326449542,10424.9906695198,159031.644296027,0.0,#WERT!,0.0,169456.63496554698,2.8190193183,7.284477541000001,90142.73770963788,-0.8434697371999986,4513.403243823,8.127947278199997,85629.33446581468,0.0,0.0,0.0,0.0
156,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Renewables,EJ/yr,2050,11.695822068,4.0630261105,0.0,95.93697388950001,7.1404892244000004,108.90260835209999,0.0,#WERT!,0.0,116.0430975765,23220.0022874069,354138.033905507,0.0,#WERT!,0.0,377358.036192914,5.6157003225,22.20240977840001,221450.010639454,1.2826776330000005,13487.7650169159,20.91973214539999,207962.245622538,0.0,0.0,0.0,0.0
157,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Renewables,EJ/yr,2060,19.106146386600003,3.6163525715,2.9522530894,93.4313943391,7.35135525,116.9306376926,1.8805093765,#WERT!,0.0,126.1625023191,39608.4154769662,630011.35467005,10132.0088825405,#WERT!,0.0,679751.779029557,8.640786118400001,29.27034335430001,397248.384662047,1.9951290670999997,23991.5472614377,25.3947049107,363124.82851806795,1.8805093765,10132.0088825405,0.0,0.0
158,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Renewables,EJ/yr,2070,31.6785880967,3.5290049859,0.0,96.4709950141,7.336342299999999,124.4526384232,0.0,#WERT!,0.0,131.78898072319998,64413.82182364481,1092706.65804251,0.0,#WERT!,0.0,1157120.47986616,13.750413069899999,29.192219705799985,643548.4067444551,2.0525845701999987,37964.737230086306,27.139635135600003,605583.6695143641,0.0,0.0,0.0,0.0
159,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Renewables,EJ/yr,2080,57.6557956203,3.5686765188,0.0,96.43132348120001,7.313665048200001,128.1591892309,0.0,#WERT!,0.0,135.4728542791,116998.751861444,2050198.50934504,0.0,#WERT!,0.0,2167197.26120648,32.763844087799995,23.74756039520001,1397219.7950453593,2.1310689722000005,81281.8425023286,21.616491423,1315937.952543034,0.0,0.0,0.0,0.0
160,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Renewables,EJ/yr,2090,90.04510277979999,3.4601519704,0.0,96.5398480296,7.5169047736,136.3055619136,0.0,#WERT!,0.0,143.8224666872,188820.027397005,3423911.9305126,0.0,#WERT!,0.0,3612731.9579096,55.954602472999994,22.430990387699993,2468052.60535078,2.3809827624000004,140390.0711773773,20.050007625299997,2327662.5341734104,0.0,0.0,0.0,0.0
161,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Renewables,EJ/yr,2100,125.143940553,3.3026654944,0.0,96.6973345056,7.8945978865,149.2744830353,0.0,#WERT!,0.0,157.1690809218,274040.43977378804,5181675.56678869,0.0,#WERT!,0.0,5455716.00656248,79.8480714861,26.20982745889998,3820977.67640998,2.9149745677,211880.79168696073,23.294852891199994,3609096.8847230203,0.0,0.0,0.0,0.0
162,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Fossils,EJ/yr,2020,2.8582165074,1.8127972009,76.9237813123,21.263421486800002,,,,,0.0,0.0,,,,,0.0,0.0,0.0,-38.2932601446,-30399.0387165457,,,,,,,0.0,0.0
163,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Fossils,EJ/yr,2030,3.914066183,1.4363046519999998,79.420086908,19.14360844,2.4874319442,21.113200714,30.0747496528,27.6301992493,2.4445504035,53.67538231100001,2760.6941970528997,23432.6373544219,33378.6767665457,30665.5749552083,2713.1018113374,59572.0083180205,0.023333450700000036,13.655238153500008,12865.496912651492,0.16012046140000002,44.54705160959975,1.3993992584000026,425.15170156160093,12.0957184337,12395.798159480302,2.4433519578,2711.7031353261
164,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Fossils,EJ/yr,2040,3.9463214176,1.7380250261,73.4975115313,24.764463442600004,2.8702855327999997,25.263940322899998,42.0292310573,38.5055144559,3.5237166014,70.163456913,3246.4252072465997,28574.680728504398,47536.997134219695,43551.5112766554,3985.4858575644002,79358.1030699707,-0.8867536966000005,23.861747157900005,13085.904888276898,0.4028061791999997,-285.30788843460005,3.501431145799998,-2574.262339619905,19.9575098329,15945.475116331396,3.5237166014,3985.4858575644002
165,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Fossils,EJ/yr,2050,2.7480738362,1.2775755428,77.65622882640001,21.0661956308,3.8380417657,37.1579041986,56.6324284779,55.8791329032,0.7532955747,97.6283744422,3228.6381127021996,31257.9781585631,47640.3406113992,47006.6531866728,633.6874247262999,82126.9568826645,-3.4507560758000007,46.3510136921,-8086.962137279101,1.1721161058999998,-1461.6111136846002,12.627586506,-11899.003040951698,32.5513110802,5273.652017357199,0.7532955747,633.6874247262999
166,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Fossils,EJ/yr,2060,4.0138517810000005,0.7471828739,87.8211934685,11.4316236577,3.9747526132999997,40.6982724542,78.18901606819999,76.7855160714,1.4034999968000001,122.8620411357,4759.2755421307,48731.156764895495,93621.69373655212,91941.175762667,1680.5179738851,147112.126043578,-6.1035083313,66.16053168939999,-16323.719936148991,1.1841797709999997,-3284.2428350059,14.1765978721,-27714.644492444306,50.79975404629999,14675.167391301307,1.3960998935000002,1659.1879925883
167,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Fossils,EJ/yr,2070,3.414660669,0.9435315140999999,82.5261617796,16.530306706300003,4.102982927099999,43.631376153599994,113.18271817899999,110.3693023879,2.8134157911,160.9170772597,4746.0097625745,50469.363597216696,130920.916557497,127666.577202894,3254.3393546034004,186136.289917288,-6.733764961,91.79649322019999,-16536.948902395,0.9695700704999992,-4441.686508081701,12.495734620799993,-40825.60156939911,78.33118852889999,28730.339175086003,2.8120058511000003,3250.2051722680003
168,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Fossils,EJ/yr,2080,2.209216432,4.8175302033,0.0,95.1824697967,5.6948611985,60.125601774399996,187.57441975849997,181.6445128369,5.9299069216,253.3948827314,4436.952267647001,46844.7633465319,146142.06002321,141521.980086986,4620.0799362239,197423.775637389,-9.528676958,179.0912639796,-56599.900252463005,2.3474314821,-7006.9910505763,27.486814578699992,-64738.29060585009,149.2570179188,15145.381403963023,5.9299069216,4620.0799362239
169,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Fossils,EJ/yr,2090,1.235455856,0.4683077681,91.5434267933,7.9882654386,7.4862794739,87.86767462389999,255.48286103459998,246.7045399607,8.778321073899999,350.8368151324,3658.6634113162,42942.324996662996,124858.522734164,120568.41811841,4290.1046157537,171459.51114214302,-12.620245814,277.48022744009995,-123725.69665694502,4.1158512232,-9903.861712359501,54.16662272979999,-92669.926327299,219.1977534871,-21151.90861728601,8.778321073899999,4290.1046157537
170,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Fossils,EJ/yr,2100,0.6033648851,4.9206838598000004,0.0,95.0793161402,10.0880442968,119.9929313255,382.59899497239996,370.7940688484,11.804926124000001,512.6799705947,3023.5609057378,35963.9515297836,114671.519051457,111133.379043984,3538.1400074727003,153659.031486978,-15.4028646549,437.42552064039995,-194576.913300786,6.694104346,-12681.714809551098,85.8006858409,-122258.83686293039,344.93073045349996,-59636.361628304,11.804926124000001,3538.1400074727003
171,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Renewables,EJ/yr,2020,3.1446775092,5.1979435585000004,0.0,94.8020564415,,,,#WERT!,0.0,0.0,0.0,0.0,0.0,#WERT!,0.0,0.0,0.0,-95.71759144379999,-60403.1756736511,,-7325.2252841034,,-52902.5748418546,,-175.3755476931,0.0,0.0
172,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Renewables,EJ/yr,2030,4.1567470739,4.635764218,0.0,95.36423578200001,10.0160079251,85.5076544339,0.2972647036,#WERT!,0.0,95.8209270626,9807.1666087485,83724.7553744691,291.0665104034,#WERT!,0.0,93822.988493621,0.34666516370000044,3.4528334420000135,13177.498663280698,-0.6550106280999994,490.42654752789895,3.838481680100003,12420.366785233593,0.26936239,266.7053305192,0.0,0.0
173,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Renewables,EJ/yr,2040,8.4174431948,4.8417926968,0.0,95.1582073032,9.6723352429,94.8577577435,0.037690291,#WERT!,0.0,104.5677832774,21694.3159402975,212758.771712544,84.536470309,#WERT!,0.0,234537.62412315,3.6588339771000005,15.591540048200002,125473.32981973098,-0.1862259615000017,9610.0001546586,15.764469464599998,115808.69428509018,0.013296545100000001,54.6353799826,0.0,0.0
174,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Renewables,EJ/yr,2050,11.9588709511,3.462180804,0.055878706900000005,96.481940489,8.6651680336,106.29502091270001,0.0132823289,#WERT!,0.0,114.9734712752,28796.7594477696,353247.869615621,44.140867220699995,#WERT!,0.0,382088.769930611,5.929753316199999,24.875434139299998,230939.129559516,-0.3350353204999994,13697.9010987969,25.212572079900013,217222.897584347,-0.002102620099999999,18.330876371899993,0.0,0.0
175,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Renewables,EJ/yr,2060,15.076288551400001,3.6108464182,0.0,96.3891535818,8.044010864299999,109.5896571736,0.0227232634,#WERT!,0.0,117.65639130129999,33698.688658053,459102.77839539,95.19432430709999,#WERT!,0.0,492896.66137775,6.804475344900002,18.349445154299985,263953.276842371,0.2731841245999984,15783.734634692195,18.067954809000014,248107.58510079802,0.008306220699999999,61.95710688099999,0.0,0.0
176,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Renewables,EJ/yr,2070,19.3553211073,3.0909137072000004,0.027629030699999998,96.88145726209999,7.744301930900001,115.1337918941,0.0124866821,#WERT!,0.0,122.8905805071,41625.6115790801,618843.963440542,67.11589826630001,#WERT!,0.0,660536.690917888,7.499631371400001,7.959337828100004,280142.146582565,1.0112381077000006,19340.8029812161,6.948062056399991,260775.43093421595,3.766399999999975e-05,25.912667132900005,0.0,0.0
177,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Renewables,EJ/yr,2080,25.085684584499997,3.0245968241,0.0318065336,96.9435966423,7.813356117300001,124.0861243752,0.0150394745,#WERT!,0.0,131.91451996700002,54487.8915770961,865337.658958278,104.8805715408,#WERT!,0.0,919930.431106915,11.294044684699998,11.255760922300027,458031.15018269,1.2757034820000008,29460.806307061903,9.977008223499993,428511.363754791,0.0030492168000000007,58.980120837,0.0,0.0
178,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Renewables,EJ/yr,2090,33.1868199361,3.1252006977999995,0.0165625018,96.85823680040001,7.8302328463999995,131.0469338769,0.0181396821,#WERT!,0.0,138.89530640540002,71770.08426421031,1201145.56889689,166.264086259,#WERT!,0.0,1273081.91724736,17.9738302668,17.13895868520001,758008.5179772992,1.4575187237999998,44811.19803641581,15.674728768400001,713079.4024981019,0.006711192999999999,117.9174427809,0.0,0.0
