,Model,Scenario,Region,Year,CAPCOST,OMCOST,FUELCOST,CAPCOST_MWh,OMCOST_MWh,FUELCOST_MWh,CAPCOST_p,OMCOST_p,FUELCOST_p,Variable
109,CD_Links_SSP2_v2,NPi2020_1000_v3,Latin America,2060,507833.935160285,38457.9642001836,93716.8880608592,94.2761162121,7.1394746416,17.3979397952,79.34796289,6.0089744,14.64306271,Aggregate
110,CD_Links_SSP2_v2,NPi2020_1000_v3,Latin America,2070,669313.327037759,46371.6213416547,130988.032455764,102.4712163042,7.0994499122,20.0541397651,79.05216562,5.47692231,15.47091208,Aggregate
111,CD_Links_SSP2_v2,NPi2020_1000_v3,Latin America,2080,912182.42230481,58924.8438447431,146246.940594751,117.6584335378,7.6004586952,18.8637552307,81.63771316,5.27360469,13.08868215,Aggregate
112,CD_Links_SSP2_v2,NPi2020_1000_v3,Latin America,2090,1244087.89389355,75428.7476755265,125024.786820423,128.8611731136,7.8128217143,12.9499216069,86.12337933,5.22163963,8.65498105,Aggregate
113,CD_Links_SSP2_v2,NPi2020_1000_v3,Latin America,2100,1747538.52996061,99146.5685997622,114885.197374854,138.8541327795,7.8778868477,9.1284307483,89.08875372,5.05444892,5.85679736,Aggregate
114,CD_Links_SSP2_v2,NPi2020_1000_v3,Latin America,2110,2095574.09818713,115920.510822584,99606.2178441731,148.4683427886,8.2127977016,7.0569540383,90.67428274,5.01581365,4.3099036,Aggregate
115,CD_Links_SSP2_v2,NPi2020_1000_v3,Middle East + Africa,2020,83156.8277085972,9090.1849096732,32461.834924792,36.891369861,4.0327340863,14.4012415045,66.68077634,7.2891259,26.03009776,Aggregate
116,CD_Links_SSP2_v2,NPi2020_1000_v3,Middle East + Africa,2030,147442.857961435,14650.827989955,82726.4614583343,42.4755268619,4.220629242,23.83194469,60.22496903,5.98432284,33.79070813,Aggregate
117,CD_Links_SSP2_v2,NPi2020_1000_v3,Middle East + Africa,2040,310410.609571758,28825.0051118363,162706.120981307,53.0034062812,4.9219434191,27.7824867092,61.84196043,5.74269941,32.41534015,Aggregate
118,CD_Links_SSP2_v2,NPi2020_1000_v3,Middle East + Africa,2050,593480.907357589,54515.9194789462,264293.302841007,68.2289406782,6.2673683181,30.3842160002,65.05396562,5.97572173,28.97031265,Aggregate
119,CD_Links_SSP2_v2,NPi2020_1000_v3,Middle East + Africa,2060,983319.396612987,89795.1129093862,513747.663311901,78.2490159309,7.1455716675,40.8821886657,61.96627618,5.65865861,32.37506521,Aggregate
120,CD_Links_SSP2_v2,NPi2020_1000_v3,Middle East + Africa,2070,1584562.8864774,144692.047384737,711148.542422323,89.0040482078,8.1272747649,39.944832542,64.93036508,5.92902152,29.1406134,Aggregate
121,CD_Links_SSP2_v2,NPi2020_1000_v3,Middle East + Africa,2080,2711864.80359446,233025.742825476,929777.933496455,103.0275327831,8.8529735429,35.3235627371,69.98959569,6.01408208,23.99632222,Aggregate
122,CD_Links_SSP2_v2,NPi2020_1000_v3,Middle East + Africa,2090,4264288.83392509,343283.273383051,1265669.3268559,116.7928837003,9.4020468561,34.6649057443,72.60537272,5.84486909,21.54975819,Aggregate
123,CD_Links_SSP2_v2,NPi2020_1000_v3,Middle East + Africa,2100,6031528.39783999,430319.686309272,845577.84818161,136.9707895785,9.7721876309,19.2023410778,82.53971308,5.88879984,11.57148709,Aggregate
124,CD_Links_SSP2_v2,NPi2020_1000_v3,Middle East + Africa,2110,8495357.36075455,544273.013135621,889755.473076723,155.4640699185,9.9601340092,16.2824235877,85.55773229,5.48143683,8.96083088,Aggregate
125,CD_Links_SSP2_v2,NPi2020_1000_v3,OECD90 + EU,2020,745559.816289061,71284.2479029735,154976.162221477,80.6574608634,7.7117976449,16.7659032395,76.71787395,7.33512701,15.94699904,Aggregate
126,CD_Links_SSP2_v2,NPi2020_1000_v3,OECD90 + EU,2030,785315.947985697,72361.1336798626,214933.563168591,79.8258158993,7.3553663977,21.8475724173,73.21537892,6.74626287,20.03835821,Aggregate
127,CD_Links_SSP2_v2,NPi2020_1000_v3,OECD90 + EU,2040,1043646.05803228,97758.7921572395,303233.020007695,83.756874255,7.845543802,24.3356928638,72.24274537,6.76701021,20.99024442,Aggregate
128,CD_Links_SSP2_v2,NPi2020_1000_v3,OECD90 + EU,2050,1356194.52439824,131646.808340992,466169.82628625,86.1806164463,8.3656163566,29.6231862578,69.40566937,6.7372598,23.85707083,Aggregate
129,CD_Links_SSP2_v2,NPi2020_1000_v3,OECD90 + EU,2060,1630242.07981424,162653.41911152,595535.031698654,90.3704534008,9.0164911177,33.0127479207,68.25578801,6.81005443,24.93415756,Aggregate
130,CD_Links_SSP2_v2,NPi2020_1000_v3,OECD90 + EU,2070,1976106.00048202,185702.065754703,723186.823324037,97.0819310559,9.1231518654,35.5286474032,68.49599657,6.43682477,25.06717866,Aggregate
131,CD_Links_SSP2_v2,NPi2020_1000_v3,OECD90 + EU,2080,2619640.92387633,221038.040028681,679562.172626786,111.2805699204,9.3895460421,28.8673402438,74.41651927,6.27905963,19.3044211,Aggregate
132,CD_Links_SSP2_v2,NPi2020_1000_v3,OECD90 + EU,2090,3546910.22913146,259162.025922046,603507.394111927,122.873361366,8.9779856851,20.9069238671,80.4364704,5.87725014,13.68627947,Aggregate
133,CD_Links_SSP2_v2,NPi2020_1000_v3,OECD90 + EU,2100,4450088.27468123,287724.177539476,463318.903661895,133.2153290275,8.6131484623,13.8696530015,85.56000551,5.53195368,8.90804081,Aggregate
134,CD_Links_SSP2_v2,NPi2020_1000_v3,OECD90 + EU,2110,4868651.81560364,284612.204268321,423451.238879898,140.414240833,8.2083517384,12.2125357263,87.30321685,5.10358143,7.59320172,Aggregate
135,CD_Links_SSP2_v2,NPi2020_1000_v3,Central Asia,2020,118475.943835373,13223.0750947088,34732.2631145476,55.1774334829,6.1583417094,16.175749065,71.18610298,7.94506593,20.86883108,Aggregate
136,CD_Links_SSP2_v2,NPi2020_1000_v3,Central Asia,2030,129388.306145813,14170.4514114918,45824.2863640919,56.7181958543,6.21170848,20.0873705384,68.32095602,7.4824288,24.19661519,Aggregate
137,CD_Links_SSP2_v2,NPi2020_1000_v3,Central Asia,2040,168511.998452472,18398.439155959,73978.4397713938,57.0449644449,6.2282704919,25.0433055522,64.59148437,7.05221293,28.3563027,Aggregate
138,CD_Links_SSP2_v2,NPi2020_1000_v3,Central Asia,2050,225994.397142846,25885.3764639447,101250.263102855,67.2468667212,7.702449632,30.1280165988,63.99750054,7.33026754,28.67223192,Aggregate
139,CD_Links_SSP2_v2,NPi2020_1000_v3,Central Asia,2060,317961.420986477,35612.97036561,129748.981623886,80.0440708286,8.9652609852,32.6631974496,65.78647729,7.36835261,26.8451701,Aggregate
140,CD_Links_SSP2_v2,NPi2020_1000_v3,Central Asia,2070,462754.56643613,50831.6028250471,95307.7858847101,102.9067551663,11.3038653447,21.1944207553,75.9992052,8.34818648,15.65260832,Aggregate
141,CD_Links_SSP2_v2,NPi2020_1000_v3,Central Asia,2080,642198.144595175,64926.2598853581,53130.9515209012,123.1333729629,12.448789273,10.187188058,84.47137393,8.54005952,6.98856655,Aggregate
142,CD_Links_SSP2_v2,NPi2020_1000_v3,Central Asia,2090,907370.000762823,76930.4702796593,59777.7699435294,132.4272390736,11.2277128087,8.7243407044,86.90632226,7.36826679,5.72541095,Aggregate
143,CD_Links_SSP2_v2,NPi2020_1000_v3,Central Asia,2100,1176394.47081997,88561.4696318773,68010.6431664935,137.4341758973,10.3463361118,7.9454527607,88.25386062,6.64393772,5.10220166,Aggregate
144,CD_Links_SSP2_v2,NPi2020_1000_v3,Central Asia,2110,1192909.41331058,84423.9063494407,72519.5780104595,140.6415685312,9.9534050767,8.5499092276,88.37328981,6.25430419,5.372406,Aggregate
164,CD_Links_SSP2_v2,NPi2020_1000_v3,World,2020,1616559.54266753,175480.187166389,409985.995336741,63.753545326,6.9205518084,16.1689440116,73.41238225,7.96903438,18.61858336,Aggregate
165,CD_Links_SSP2_v2,NPi2020_1000_v3,World,2030,2115805.48867574,216229.994312861,635645.327900519,68.6459909777,7.0154474587,20.62311667,71.29491423,7.28616075,21.41892503,Aggregate
166,CD_Links_SSP2_v2,NPi2020_1000_v3,World,2040,3308389.73693795,314749.013428183,963235.846603801,78.0819432576,7.4284520752,22.7335147001,72.13518362,6.86269747,21.00211891,Aggregate
167,CD_Links_SSP2_v2,NPi2020_1000_v3,World,2050,4857521.5650582,459223.45142067,1270061.44892603,89.1596910605,8.4290353646,23.3119472343,73.74623181,6.97186799,19.2819002,Aggregate
168,CD_Links_SSP2_v2,NPi2020_1000_v3,World,2060,6434356.33457806,619834.28977029,1815585.27361099,94.3522139373,9.0891356451,26.6234074163,72.54249046,6.98816179,20.46934775,Aggregate
169,CD_Links_SSP2_v2,NPi2020_1000_v3,World,2070,8251172.06868495,806907.803503671,2172375.3268811,101.1548945357,9.8922520442,26.632143319,73.47139472,7.18499642,19.34360886,Aggregate
170,CD_Links_SSP2_v2,NPi2020_1000_v3,World,2080,11459219.3488587,1029087.85463877,2371654.62368537,113.3760138207,10.1816603102,23.4648398994,77.11472938,6.92523888,15.96003174,Aggregate
171,CD_Links_SSP2_v2,NPi2020_1000_v3,World,2090,15760367.8386109,1298224.21262782,3026802.86825636,123.0477439577,10.1357761539,23.6315083606,78.46680586,6.46352346,15.06967068,Aggregate
172,CD_Links_SSP2_v2,NPi2020_1000_v3,World,2100,20318390.3648739,1513211.21359218,2967523.07368194,134.8522035862,10.0431118302,19.6953114146,81.9318853,6.10187349,11.96624121,Aggregate
173,CD_Links_SSP2_v2,NPi2020_1000_v3,World,2110,24393982.113893,1688434.47395728,3767800.30748982,145.0687208665,10.0409612609,22.406754606,81.72128933,5.6563558,12.62235488,Aggregate
